Make;Model;Variant;Start Year;End Year;Doors;Drivetrain;Body Type;Engine Size;Aspiration;Fuel Type;Transmission Type
Porsche;Taycan;4S;2019;Present;4-door;AWD;Sedan/CrossTurismo;-;Electric;Electric;2-Speed Automatic
Porsche;Taycan;Turbo S;2019;Present;4-door;AWD;Sedan/CrossTurismo;-;Electric;Electric;2-Speed Automatic
Renault;Clio;V R.S. Line;2019;Present;5-door;FWD;Hatchback;1.0L/1.3L/1.5L/1.6L;Turbocharged/Naturally Aspirated/Hybrid;Petrol/Diesel/Hybrid;5/6-Speed Manual/7-Speed EDC
Rolls-Royce;Cullinan;Black Badge;2019;Present;4-door;AWD;SUV;6.8L;Twin-Turbocharged;Petrol;8-Speed Automatic
Subaru;Ascent;;2019;Present;5-door;AWD;SUV;2.4L;Turbocharged;Petrol;CVT
Suzuki;S-Presso;;2019;Present;5-door;FWD;CrossoverHatchback;1.0L;Naturally Aspirated;Petrol;5-Speed Manual/5-Speed AMT
Tata;Harrier;XZ;2019;Present;5-door;FWD;SUV;2.0L;Turbocharged;Diesel;6-Speed Manual/6-Speed Automatic
Toyota;Corolla;E210 SE Hatchback;2019;Present;5-door;FWD;Hatchback;2.00L;Naturally Aspirated;Petrol;CVT
Toyota;RAV4;XA50 Hybrid XSE;2019;Present;5-door;AWD;Crossover;2.50L;Naturally Aspirated;Hybrid;CVT
Volvo;S60;T8 Polestar Engineered;2019;Present;4-door;AWD;Sedan;2.0L;Turbocharged/Supercharged/Hybrid;Petrol/Electric;8-Speed Geartronic
Volvo;V60;T8 Polestar Engineered;2019;Present;5-door;AWD;Wagon;2.0L;Turbocharged/Supercharged/Hybrid;Petrol/Electric;8-Speed Geartronic
AC;Cobra;Series 1 Electric;2020;Present;2-door;RWD;Roadster;-;Electric;Electric;1-Speed Automatic
AC;Cobra;140 Charter Edition;2020;Present;2-door;RWD;Roadster;2.3L;Turbocharged;Petrol;6-Speed Manual
Ashok Leyland;Dost;Bada Dost;2020;Present;2-door;RWD;Pickup;1.5L;Turbocharged;Diesel;5-Speed Manual
Aston Martin;DBX;;2020;Present;5-door;AWD;SUV;4.0L V8;Twin-Turbo;Petrol;9-Speed Automatic
BAIC;Beijing X7;;2020;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;7-Speed DCT
BAIC;Arcfox;?-T (Alpha-T);2020;Present;5-door;RWD/AWD;SUV;67/94 kWh Battery;Electric;Electric;Single Speed
BAIC;Beijing X7;;2020;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;7-Speed DCT
Arcfox;Alpha-T;;2020;Present;5-door;AWD;SUV;Electric;Electric;Electric;Single Speed
BMW;4 Series;G22/G23/G26;2020;Present;2-door/4-door;RWD/AWD;Coupe/Convertible/GranCoupé;2.0L/3.0L;Turbocharged;Petrol/Diesel;8-Speed Automatic
BYD;Han;EV/DM;2020;Present;4-door;FWD/AWD;Sedan;Electric/2.0T;Electric/Turbocharged;Electric/Petrol/PHEV;Single Speed/6-Speed DCT
Chery;Tiggo 7 Pro;;2020;Present;5-door;FWD;SUV;1.5L/1.6L;Turbocharged;Petrol;CVT/7-Speed DCT
Chevrolet;Corvette;C8 Stingray;2020;Present;2-door;RWD;Coupe/Convertible;6.2L V8;Naturally Aspirated;Petrol;8-Speed DCT
Chevrolet;Silverado HD;(2500/3500);2020;Present;2-door/4-door;RWD/4WD;Pickup;6.6L V8/6.6L V8 Duramax;Naturally Aspirated/Turbocharged;Petrol/Diesel;6/10-Speed Automatic
Citroën;Ami;;2020;Present;2-door;FWD;Quadricycle;Electric;Electric;Electric;Single Speed
Citroën;C4;(Gen 3);2020;Present;5-door;FWD;Crossover;1.2L PureTech/1.5L BlueHDi;Turbocharged;Petrol/Diesel;6-Speed Manual/8-Speed Auto
Citroën;ë-C4;;2020;Present;5-door;FWD;Crossover;Electric;Electric;Electric;Single Speed
Daihatsu;Taft;LA900;2020;Present;5-door;FWD/4WD;KeiCar;660cc;Naturally Aspirated/Turbocharged;Petrol;CVT
DFSK;EC31;;2020;Present;2-door;RWD;ElectricPickup;-;Electric;Electric;1-Speed Automatic
DFSK;Fengon 500;;2020;Present;5-door;FWD;CompactSUV;1.5L;Naturally Aspirated;Petrol;5-Speed Manual/CVT
DFSK;Glory 500;;2020;Present;5-door;FWD;CompactSUV;1.5L;Naturally Aspirated;Petrol;CVT
DFSK;Seres 3;;2020;Present;5-door;FWD;ElectricSUV;-;Electric;Electric;1-Speed Automatic
FAW;Bestune B70;;2020;Present;5-door;FWD;LiftbackSedan;1.5L/2.0L;Turbocharged;Petrol;7-Speed DCT/6-Speed Automatic
FAW;Bestune E01;;2020;Present;5-door;FWD;ElectricSUV;-;Electric;Electric;1-Speed Automatic
FAW;Hongqi E-HS9;;2020;Present;5-door;AWD;ElectricSUV;-;Electric;Electric;1-Speed Automatic
FAW;Hongqi H9;;2020;Present;4-door;RWD;Sedan;2.0L/2.5L/3.0L;Turbocharged/Supercharged;Petrol/Mild Hybrid;7-Speed DCT
Ferrari;Roma;;2020;Present;2-door;RWD;2+2Coupe;3.9L;Twin-Turbocharged;Petrol;8-Speed Dual-Clutch
Ferrari;SF90;Spider;2020;Present;2-door;AWD;Spider;4.0L;Twin-Turbocharged Hybrid;Petrol/Electric;8-Speed Dual-Clutch
Fiat;500e;La Prima;2020;Present;3-door;FWD;Hatchback;-;Electric;Electric;1-Speed Automatic
Ford;Explorer;ST;2020;Present;4-door;RWD/AWD;SUV;3.0L;Twin-turbocharged;Petrol;10-Speed Automatic
Ford;Puma;ST;2020;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;6-Speed Manual
GWM;Haval Jolion;;2020;Present;5-door;FWD;SUV;1.5L;Turbocharged/Hybrid;Petrol/Hybrid;7-Speed DCT/DHT
GWM;Ora 03;;2020;Present;5-door;FWD;Hatchback;-;Electric;Electric;1-Speed Automatic
GWM;Tank 300;;2020;Present;5-door;4WD;SUV;2.0L;Turbocharged;Petrol/Hybrid;8/9-Speed Automatic
Honda;Fit/Jazz;4th Gen (GR/GS);2020;Present;5-door;FWD;Hatchback;1.5L;e:HEV Hybrid;Petrol/Electric;e-CVT
Hyundai;Creta;SU2;2020;Present;5-door;FWD;SUV;1.5L/1.4L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/IVT/7-Speed DCT
Hyundai;Elantra;CN7;2020;Present;4-door;FWD;Sedan;1.6L/2.0L/2.5L;Naturally Aspirated/Turbocharged/Hybrid;Petrol/Hybrid;IVT/7-Speed DCT/8-Speed DCT
Hyundai;i20;BC3/BI3;2020;Present;5-door;FWD;Hatchback;1.0L/1.2L/1.5L;Turbocharged/Naturally Aspirated;Petrol/Diesel;5/6-Speed Manual/IVT/7-Speed DCT
Hyundai;Tucson;NX4;2020;Present;5-door;FWD/AWD;SUV;1.6L/2.0L/2.5L;Turbocharged/Naturally Aspirated/Hybrid;Petrol/Diesel/Hybrid;6-Speed Manual/6/8-Speed AT/7-Speed DCT
Isuzu;MU-X;;2020;Present;5-door;RWD/4WD;SUV;1.9L/3.0L;Turbocharged;Diesel;6-Speed Manual/6-Speed Automatic
JAC;Sehol;E50A;2020;Present;5-door;FWD;Liftback;-;Electric;Electric;1-Speed Automatic
JAC;Sehol;X4;2020;Present;5-door;FWD;CrossoverSUV;1.5L/1.6L;Turbocharged/Naturally Aspirated;Petrol;6-Speed Manual/CVT
JAC;Sehol;X8;2020;Present;5-door;FWD;Mid-sizeSUV;1.5L;Turbocharged;Petrol;6-Speed DCT
Jetour;X70;Plus;2020;Present;5-door;FWD;SUV;1.5L/1.6L/2.0L;Turbocharged;Petrol;6-Speed Manual/6/7-Speed DCT
JMC;Vigus;Pro;2020;Present;4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Petrol/Diesel;8-Speed Automatic
Kia;Carnival;KA4;2020;Present;5-door;FWD;Minivan;3.5L/2.2L;Naturally Aspirated/Turbocharged;Petrol/Diesel;8-Speed Automatic
Kia;Sorento;MQ4;2020;Present;5-door;FWD/AWD;SUV;1.6L/2.5L/2.2L;Turbocharged/Hybrid;Petrol/Diesel/Hybrid;6-Speed AT/8-Speed DCT
Land Rover;Defender;L663 D250;2020;Present;3-door/5-door;AWD;SUV;3.0L;Turbocharged;Diesel/Mild Hybrid;8-Speed Automatic
Land Rover;Defender;L663 P400;2020;Present;3-door/5-door;AWD;SUV;3.0L;Turbocharged;Petrol/Mild Hybrid;8-Speed Automatic
Land Rover;Discovery;5 (L462) D300;2020;Present;5-door;AWD;SUV;3.0L;Turbocharged;Diesel/Mild Hybrid;8-Speed Automatic
LDV;Deliver 9;;2020;Present;4-door/5-door;RWD;Van/Minibus/CabChassis;2.0L;Turbocharged;Diesel;6-Speed Manual/6-Speed Automatic
LDV;eDeliver 3;;2020;Present;4-door;FWD;ElectricVan;-;Electric;Electric;1-Speed Automatic
Lexus;LM;300h/350;2020;Present;4-door;FWD/AWD;Minivan;2.5L/3.5L;Hybrid/Naturally Aspirated;Petrol/Hybrid;e-CVT/8-Speed Automatic
Mahindra;Thar;AX/LX;2020;Present;3-door;RWD/4WD;SUV;2.0L/2.2L/1.5L;Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed Automatic
Maserati;Ghibli;Hybrid (M157);2020;Present;4-door;RWD;Sedan;2.0L;Turbocharged Hybrid;Petrol/Electric;8-Speed Automatic
Maserati;MC20;;2020;Present;2-door;RWD;Coupe;3.0L;Twin-Turbocharged;Petrol;8-Speed Dual-Clutch
Mazda;BT-50;TF 3.0 CRDi;2020;Present;2-door/4-door;RWD/4WD;Pickup;3.0L;Turbocharged;Diesel;6-Speed Manual/6-Speed Automatic
Mercedes-AMG;GLB-Class;GLB 35 4MATIC;2020;Present;5-door;AWD;SUV;2.0L;Turbocharged;Petrol;8-Speed DCT
MG;5;EV;2020;Present;5-door;FWD;Wagon;-;Electric;Electric;1-Speed Automatic
MG;HS;Plug-in Hybrid;2020;Present;5-door;FWD;SUV;1.5L;Turbocharged Hybrid;Petrol/Electric;10-Speed Automatic
Mini;Hatch;Cooper SE (Electric);2020;Present;3-door;FWD;Hatchback;-;Electric;Electric;1-Speed Automatic
Nissan;Note;E13;2020;Present;5-door;FWD/AWD;MPV;1.2L;e-POWER (Series Hybrid);Petrol;Single-Speed
Nissan;Rogue;T33;2020;Present;5-door;FWD/AWD;SUV;1.5L/2.5L;Turbocharged/Naturally Aspirated;Petrol;CVT
Nissan;Sentra;B18;2020;Present;4-door;FWD;Sedan;2.0L;Naturally Aspirated;Petrol;CVT
Opel;Corsa-e;;2020;Present;5-door;FWD;Hatchback;-;Electric;Electric;1-Speed Automatic
Opel;Manta B;;2020;Present;5-door;FWD;SUV;1.2L/1.5L;Turbocharged;Petrol/Diesel;6-Speed Manual/8-Speed Automatic
Opel;Manta;;2020;Present;5-door;FWD;SUV;-;Electric;Electric;1-Speed Automatic
Peugeot;508;Peugeot Sport Engineered;2020;Present;5-door;AWD;Fastback/SW;1.6L;Hybrid;Petrol/Electric;8-Speed Automatic
Porsche;911;992 Turbo S;2020;Present;2-door;AWD;Coupe/Cabriolet;3.7L;Twin-Turbocharged;Petrol;8-Speed PDK
Porsche;718 Boxster;GTS 4.0;2020;Present;2-door;RWD;Roadster;4.0L;Naturally Aspirated;Petrol;6-Speed Manual/7-Speed PDK
Proton;X50;Flagship;2020;Present;5-door;FWD;CrossoverSUV;1.5L;Turbocharged;Petrol;7-Speed DCT
Renault;Captur;Intens;2020;Present;5-door;FWD;SUV;1.0L/1.3L/1.6L;Turbocharged/E-Tech Hybrid;Petrol/Hybrid;5/6-Speed Manual/7-Speed EDC
Rolls-Royce;Ghost;(Series II);2020;Present;4-door;AWD;Sedan;6.8L;Twin-Turbocharged;Petrol;8-Speed Automatic
Rolls-Royce;Ghost;Extended (Series II);2020;Present;4-door;AWD;Sedan;6.8L;Twin-Turbocharged;Petrol;8-Speed Automatic
SEAT;Leon;4 (KL) FR;2020;Present;5-door;FWD;Hatchback/Wagon;1.0L/1.5L/2.0L;Turbocharged;Petrol/Diesel/Hybrid;6-Speed Manual/7-Speed DSG
Subaru;Legacy;7th Gen (BW);2020;Present;4-door;AWD;Sedan;2.4L/2.5L;Turbocharged/Naturally Aspirated;Petrol;CVT
Suzuki;Across;;2020;Present;5-door;AWD;SUV;2.5L;Plug-in Hybrid;Petrol/Electric;e-CVT
Suzuki;XL7;;2020;Present;5-door;FWD;MPV;1.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Tata;Altroz;XE;2020;Present;5-door;FWD;Hatchback;1.2L/1.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual
Tata;Altroz;XZ+;2020;Present;5-door;FWD;Hatchback;1.2L/1.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel/CNG;5/6-Speed Manual/6-Speed DCT
Tata;Nexon EV;;2020;Present;5-door;FWD;ElectricSUV;-;Electric;Electric;1-Speed Automatic
Toyota;Corolla;E210 Hybrid LE Sedan;2020;Present;4-door;FWD;Sedan;1.80L;Naturally Aspirated;Hybrid;CVT
Toyota;Supra;J29/DB GR 3.0 Coupe;2020;Present;2-door;RWD;Coupe;3.00L;Turbocharged;Petrol;8-Speed Automatic
Toyota;Yaris;XP210 XLE Hatchback;2020;Present;5-door;FWD;Hatchback;1.50L;Naturally Aspirated;Petrol;CVT
Toyota;Yaris;XP210 GR Yaris Circuit Pack;2020;Present;3-door;AWD;Hatchback;1.60L;Turbocharged;Petrol;6-Speed Manual
Volkswagen;Golf;Mk8 Life/Style/R-Line;2020;Present;5-door;FWD;Hatchback;1.0L TSI/1.5L TSI/1.5L eTSI;Turbocharged/Mild-Hybrid;Petrol;6-Speed Manual/7-Speed DSG
Volkswagen;Golf;Mk8 TDI;2020;Present;5-door;FWD;Hatchback;2.0L TDI;Turbocharged;Diesel;6-Speed Manual/7-Speed DSG
Volkswagen;Golf;GTE;2020;Present;5-door;FWD;Hatchback;1.4L TSI;Turbocharged;Petrol/Electric PHEV;6-Speed DSG
Volkswagen;Golf;GTI;2020;Present;5-door;FWD;Hatchback;2.0L TSI;Turbocharged;Petrol;7-Speed DSG
Volkswagen;ID.3;Pro/Pro S;2020;Present;5-door;RWD;Hatchback;58 kWh/77 kWh Battery;Electric;Electric;Single Speed
Volkswagen;Tiguan;S/SE/SEL/R-Line;2016;2020;5-door;FWD/4Motion;SUV;1.4L TSI/1.5L TSI/2.0L TSI/2.0L TDI;Turbocharged;Petrol/Diesel;6-Speed Manual/7-Speed DSG
Volkswagen;T-Roc;Cabriolet;2020;Present;2-door;FWD;ConvertibleSUV;1.0L TSI/1.5L TSI;Turbocharged;Petrol;6-Speed Manual/7-Speed DSG
Volkswagen;T-Cross;Life/Style/R-Line;2020;Present;5-door;FWD;SUV;1.0L TSI;Turbocharged;Petrol;5/6-Speed Manual/7-Speed DSG
Volkswagen;Arteon;Elegance/R-Line;2017;2020;5-door;FWD/4Motion;Fastback;1.5L TSI/2.0L TSI/2.0L TDI;Turbocharged;Petrol/Diesel;6-Speed Manual/7-Speed DSG
Volkswagen;T-Roc;S/SE/Design/SEL/R-Line;2017;2020;5-door;FWD/4Motion;SUV;1.0L TSI/1.5L TSI/2.0L TSI/1.6L TDI/2.0L TDI;Turbocharged;Petrol/Diesel;6-Speed Manual/7-Speed DSG
Volvo;XC40;Recharge P8;2020;Present;5-door;AWD;SUV;-;Electric;Electric;1-Speed Automatic
Abarth;595;F595;2021;Present;3-door;FWD;Hatchback/Cabriolet;1.4L;Turbocharged;Petrol;5-Speed Manual
AC;Cobra;Series 4-electric;2021;Present;2-door;RWD;Roadster;-;Electric;Electric;1-Speed Automatic
Aston Martin;Valkyrie;;2021;Present;2-door;RWD;Coupe;6.5L V12;Naturally Aspirated Hybrid;Petrol;7-Speed Single-Clutch Auto
Audi;e-tron GT;;2021;Present;4-door;Quattro;Sedan;93 kWh Battery;Electric;Electric;2-Speed Automatic
Audi;RS e-tron GT;;2021;Present;4-door;Quattro;Sedan;93 kWh Battery;Electric;Electric;2-Speed Automatic
Audi;Q4 e-tron;;2021;Present;5-door;RWD/Quattro;SUV/Sportback;52/77 kWh Battery;Electric;Electric;Single Speed
BAW;BJ30;;2021;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;6-Speed Automatic
BAIC;Arcfox;?-S (Alpha-S);2021;Present;4-door;RWD/AWD;Sedan;70/94 kWh Battery;Electric;Electric;Single Speed
BAIC;Beijing BJ30;;2021;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;6-Speed Automatic
Arcfox;Alpha-S;;2021;Present;4-door;RWD/AWD;Sedan;Electric;Electric;Electric;Single Speed
Bentley;Continental GT;Speed;2021;Present;2-door;AWD;Coupe/Convertible;6.0L W12;Twin-Turbo;Petrol;8-Speed DCT
Bentley;Bentayga;S;2021;Present;5-door;AWD;SUV;4.0L V8;Twin-Turbo;Petrol;8-Speed Automatic
BMW;M3;G80;2021;Present;4-door;RWD/AWD;Sedan;3.0L Inline 6 Cyl;Twin-Turbo;Petrol;8-Speed Automatic/6-Speed Manual
BMW;M4;G82/G83;2021;Present;2-door;RWD/AWD;Coupe/Convertible;3.0L Inline 6 Cyl;Twin-Turbo;Petrol;8-Speed Automatic/6-Speed Manual
BMW;i4;;2021;Present;5-door;RWD/AWD;GranCoupé;Electric;Electric;Electric;Single Speed
BMW;iX;;2021;Present;5-door;AWD;SAV;Electric;Electric;Electric;Single Speed
BYD;Dolphin;;2021;Present;5-door;FWD;Hatchback;Electric;Electric;Electric;Single Speed
BYD;Yuan Plus (Atto 3);;2021;Present;5-door;FWD;SUV;Electric;Electric;Electric;Single Speed
Chery;Arrizo 6 Pro (Arrizo 5 Plus);;2021;Present;4-door;FWD;Sedan;1.5L;Turbocharged;Petrol;CVT
Chery;Tiggo 4 Pro;;2021;Present;5-door;FWD;SUV;1.5L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/CVT
Chery;Tiggo 8 Pro;;2021;Present;5-door;FWD;SUV;1.6L/2.0L;Turbocharged;Petrol;7-Speed DCT
Chery;QQ Ice Cream;;2021;Present;3-door;RWD;Hatchback;Electric;Electric;Electric;Single Speed
Chevrolet;Trailblazer;;2021;Present;5-door;FWD/AWD;SUV;1.2L/1.3L Turbo;Turbocharged;Petrol;CVT/9-Speed Auto
Chevrolet;Tahoe;(GMT T1XX);2021;Present;5-door;RWD/4WD;SUV;5.3L V8/6.2L V8/3.0L Diesel;Naturally Aspirated/Turbocharged;Petrol/Diesel;10-Speed Automatic
Chevrolet;Suburban;(GMT T1XX);2021;Present;5-door;RWD/4WD;SUV;5.3L V8/6.2L V8/3.0L Diesel;Naturally Aspirated/Turbocharged;Petrol/Diesel;10-Speed Automatic
Chrysler;Pacifica;Pinnacle;2021;Present;5-door;FWD/AWD;Minivan;3.6L V6;Naturally Aspirated;Petrol;9-Speed Automatic
Chrysler;Grand Caravan;;2021;Present;5-door;FWD;Minivan;3.6L V6;Naturally Aspirated;Petrol;9-Speed Automatic
Citroën;C5 X;;2021;Present;5-door;FWD;Crossover;1.2L PureTech/1.6L PureTech;Turbocharged;Petrol/Hybrid;8-Speed Automatic
FAW;Bestune NAT;;2021;Present;5-door;FWD;ElectricMPV;-;Electric;Electric;1-Speed Automatic
FAW;Bestune T55;;2021;Present;5-door;FWD;CompactSUV;1.5L;Turbocharged;Petrol;7-Speed DCT
FAW;Hongqi E-QM5;;2021;Present;4-door;FWD;ElectricSedan;-;Electric;Electric;1-Speed Automatic
Ferrari;Daytona SP3;;2021;Present;2-door;RWD;TargaTop;6.5L;Naturally Aspirated;Petrol;7-Speed Dual-Clutch
Ford;Bronco;Base;2021;Present;2-door/4-door;4WD;SUV;2.3L/2.7L;Turbocharged;Petrol;7-Speed Manual/10-Speed Automatic
Ford;Bronco Sport;Big Bend;2021;Present;4-door;4WD;SUV;1.5L;Turbocharged;Petrol;8-Speed Automatic
Ford;Mustang Mach-E;Premium;2021;Present;4-door;RWD/AWD;SUV;-;Electric;Electric;Single-Speed Automatic
GWM;Cannon;L;2021;Present;4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Diesel;8-Speed Automatic
GWM;Cannon;LS;2021;Present;4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Diesel;8-Speed Automatic
GWM;Cannon;X;2021;Present;4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Diesel;8-Speed Automatic
GWM;Haval H6;HEV;2021;Present;5-door;FWD;SUV;1.5L;Turbocharged Hybrid;Petrol/Electric;DHT (Dedicated Hybrid Transmission)
GWM;Tank 500;;2021;Present;5-door;4WD;SUV;3.0L;Twin-Turbocharged;Petrol/Hybrid;9-Speed Automatic
GWM;Wey Coffee 01;;2021;Present;5-door;AWD;SUV;2.0L;Turbocharged Hybrid;Petrol/Electric;9-Speed DCT
GWM;Wey Coffee 02;;2021;Present;5-door;FWD/AWD;SUV;1.5L;Turbocharged Hybrid;Petrol/Electric;DHT
Hyundai;Casper;;2021;Present;5-door;FWD;CrossoverSUV;1.0L;Naturally Aspirated/Turbocharged;Petrol;4-Speed Automatic
Hyundai;Ioniq 5;NE;2021;Present;5-door;RWD/AWD;CrossoverSUV;-;Electric;Electric;1-Speed Automatic
Hyundai;Kona N;;2021;Present;5-door;FWD;SUV;2.0L;Turbocharged;Petrol;8-Speed DCT
Hyundai;Santa Cruz;;2021;Present;4-door;FWD/AWD;SportAdventureVehicle;2.5L;Naturally Aspirated/Turbocharged;Petrol;8-Speed Automatic/8-Speed DCT
Hyundai;Staria;;2021;Present;4-door/5-door;FWD/AWD;Van/MPV;2.2L/3.5L;Turbocharged/Naturally Aspirated;Diesel/Petrol;6-Speed Manual/8-Speed Automatic
JAC;Sehol;A5 Plus;2021;Present;5-door;FWD;Liftback;1.5L;Turbocharged;Petrol;7-Speed DCT
JAC;Sehol;E10X;2021;Present;5-door;FWD;Hatchback;-;Electric;Electric;1-Speed Automatic
JAC;Sehol;E40X;2021;Present;5-door;FWD;CrossoverSUV;-;Electric;Electric;1-Speed Automatic
JAC;Sehol;QX;2021;Present;5-door;FWD;CompactSUV;1.5L;Turbocharged;Petrol;6-Speed Manual/6-Speed DCT
Jeep;Grand Cherokee;WL Limited;2021;Present;4-door;RWD/4WD;SUV;3.6L/5.7L;Naturally Aspirated/Hybrid;Petrol/Hybrid;8-Speed Automatic
Jeep;Grand Cherokee L;WL Summit;2021;Present;4-door;RWD/4WD;SUV;3.6L/5.7L;Naturally Aspirated;Petrol;8-Speed Automatic
Jeep;Wrangler;JL Rubicon 392;2021;Present;4-door;4WD;SUV;6.4L;Naturally Aspirated;Petrol;8-Speed Automatic
Jeep;Wrangler;JL 4xe;2021;Present;4-door;4WD;SUV;2.0L;Turbocharged Hybrid;Petrol/Electric;8-Speed Automatic
Jetour;X90;Plus;2021;Present;5-door;FWD;SUV;1.5L/1.6L/2.0L;Turbocharged;Petrol;6/7-Speed DCT
JMC-Ford;Equator;;2021;Present;5-door;FWD/AWD;Mid-sizeSUV;2.0L;Turbocharged;Petrol;6-Speed DCT
JMC-Ford;Equator Sport;;2021;Present;5-door;FWD;CompactSUV;1.5L;Turbocharged;Petrol;7-Speed DCT
Kia;EV6;CV;2021;Present;5-door;RWD/AWD;CrossoverSUV;-;Electric;Electric;1-Speed Automatic
Kia;Sportage;NQ5;2021;Present;5-door;FWD/AWD;SUV;1.6L/2.0L/2.5L;Turbocharged/Hybrid;Petrol/Diesel/Hybrid;6-Speed Manual/7-Speed DCT/8-Speed AT
Land Rover;Defender;L663 V8;2021;Present;3-door/5-door;AWD;SUV;5.0L;Supercharged;Petrol;8-Speed Automatic
LDV;eDeliver 9;;2021;Present;4-door/5-door;FWD;ElectricVan;-;Electric;Electric;1-Speed Automatic
LDV;T60;Max;2021;Present;4-door;4WD;Pickup;2.0L;Twin-Turbocharged;Diesel;6-Speed Manual/8-Speed Automatic
Lexus;IS;500 F Sport Performance;2021;Present;4-door;RWD;Sedan;5.0L;Naturally Aspirated;Petrol;8-Speed Automatic
Lexus;LX;600;2021;Present;5-door;4WD;SUV;3.4L;Twin-Turbocharged;Petrol;10-Speed Automatic
Lexus;NX;350h;2021;Present;5-door;AWD;CrossoverSUV;2.5L;Hybrid;Petrol/Electric;e-CVT
Lexus;NX;450h+;2021;Present;5-door;AWD;CrossoverSUV;2.5L;Plug-in Hybrid;Petrol/Electric;e-CVT
Mahindra;Bolero;Neo;2021;Present;5-door;RWD;SUV;1.5L;Turbocharged;Diesel;5-Speed Manual
Mahindra;XUV700;AX7;2021;Present;5-door;FWD/AWD;SUV;2.0L/2.2L;Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed Automatic
Mercedes-AMG;GT;4-Door Coupé 63 S E Perf.;2021;Present;4-door;AWD;Coupe;4.0L;Twin-Turbocharged Hybrid;Petrol/Electric;9-Speed MCT
Mercedes-Benz;EQA;;2021;Present;5-door;FWD/AWD;SUV;Electric;Electric;Electric;Single Speed
Mercedes-Benz;EQS;;2021;Present;5-door;RWD/AWD;LiftbackSedan;Electric;Electric;Electric;Single Speed
Mercedes-Benz;C-Class;W206;2021;Present;4-door;RWD/4Matic;Sedan/Wagon;1.5L/2.0L Inline 4 Cyl;Turbocharged;Petrol/Diesel/Hybrid;9-Speed Automatic
Mercedes-Benz;EQB;;2021;Present;5-door;FWD/AWD;SUV;Electric;Electric;Electric;Single Speed
McLaren;Artura;;2021;Present;2-door;RWD;Coupe;3.0L;Twin-Turbocharged Hybrid;Petrol/Electric;8-Speed SSG
MG;5;;2021;Present;4-door;FWD;Sedan;1.5L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/CVT/7-Speed DCT
MG;Astor;;2021;Present;5-door;FWD;SUV;1.3L/1.5L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/CVT/6-Speed Automatic
MG;Marvel R;;2021;Present;5-door;RWD/AWD;SUV;-;Electric;Electric;2-Speed Automatic
MG;One;;2021;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;CVT
Nissan;Pathfinder;R53;2021;Present;4-door;FWD/AWD;SUV;3.5L;Naturally Aspirated;Petrol;9-Speed Automatic
Nissan;Qashqai;J12;2021;Present;5-door;FWD/AWD;SUV;1.3L/1.5L;Mild Hybrid/e-POWER;Petrol;6-Speed Manual/CVT
Nissan;X-Trail;T33;2021;Present;5-door;FWD/AWD;SUV;1.5L;Turbocharged/e-POWER;Petrol;CVT
Opel;Astra;L GS Line;2021;Present;5-door;FWD;Hatchback;1.2L/1.6L;Turbocharged/Hybrid;Petrol/Hybrid;6-Speed Manual/8-Speed Automatic
Opel;Grandland;;2021;Present;5-door;FWD;SUV;1.2L/1.5L/1.6L;Turbocharged/Hybrid;Petrol/Diesel/Hybrid;8-Speed Automatic
Peugeot;308;Allure;2021;Present;5-door;FWD;Hatchback/SW;1.2L/1.5L/1.6L;Turbocharged/Hybrid;Petrol/Diesel/Hybrid;8-Speed Automatic
Porsche;911;992 GT3;2021;Present;2-door;RWD;Coupe;4.0L;Naturally Aspirated;Petrol;6-Speed Manual/7-Speed PDK
Renault;Arkana;R.S. Line;2021;Present;5-door;FWD;SUVCoupe;1.6L;E-Tech Hybrid;Petrol/Electric;Multi-mode Automatic
Tata;Punch;Creative;2021;Present;5-door;FWD;MicroSUV;1.2L;Naturally Aspirated;Petrol/CNG;5-Speed Manual/5-Speed AMT
Tata;Tigor EV;;2021;Present;4-door;FWD;ElectricSedan;-;Electric;Electric;1-Speed Automatic
Toyota;RAV4;XA50 Prime SE;2021;Present;5-door;AWD;Crossover;2.50L;Naturally Aspirated;PHEV;CVT
Toyota;Sienna;XL40 Platinum Hybrid Van;2021;Present;5-door;AWD;Van;2.50L;Naturally Aspirated;Hybrid;CVT
